Variable name,Description,Measurement unit,Allowed values
PZ_beta_experience3,beta power at the experience section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_experience4,beta power at the experience section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_induction1,beta power at the induction section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_induction2,beta power at the induction section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_induction3,beta power at the induction section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_beta_induction4,beta power at the induction section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_baseline1,delta power at the first baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_baseline2,delta power at the second baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_experience1,delta power at the experience section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_experience2,delta power at the experience section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_experience3,delta power at the experience section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_experience4,delta power at the experience section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_induction1,delta power at the induction section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_induction2,delta power at the induction section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_induction3,delta power at the induction section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_delta_induction4,delta power at the induction section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_gamma_baseline1,gamma power at the first baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_gamma_baseline2,gamma power at the second baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_gamma_experience1,gamma power at the experience section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_gamma_experience2,gamma power at the experience section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_gamma_experience3,gamma power at the experience section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_gamma_experience4,gamma power at the experience section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_gamma_induction1,gamma power at the induction section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_gamma_induction2,gamma power at the induction section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_gamma_induction3,gamma power at the induction section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_gamma_induction4,gamma power at the induction section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_baseline1,theta power at the first baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_baseline2,theta power at the second baseline of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_experience1,theta power at the experience section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_experience2,theta power at the experience section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_experience3,theta power at the experience section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_experience4,theta power at the experience section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_induction1,theta power at the induction section of trial one of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_induction2,theta power at the induction section of trial two of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_induction3,theta power at the induction section of trial three of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
PZ_theta_induction4,theta power at the induction section of trial four of the study averaged across parietal midline channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_baseline1,alpha power at the first baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_baseline2,alpha power at the second baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_experience1,alpha power at the experience section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_experience2,alpha power at the experience section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_experience3,alpha power at the experience section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_experience4,alpha power at the experience section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_induction1,alpha power at the induction section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_induction2,alpha power at the induction section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_induction3,alpha power at the induction section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_alpha_induction4,alpha power at the induction section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_baseline1,beta power at the first baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_baseline2,beta power at the second baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_experience1,beta power at the experience section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_experience2,beta power at the experience section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_experience3,beta power at the experience section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_experience4,beta power at the experience section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_induction1,beta power at the induction section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_induction2,beta power at the induction section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_induction3,beta power at the induction section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_beta_induction4,beta power at the induction section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_baseline1,delta power at the first baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_baseline2,delta power at the second baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_experience1,delta power at the experience section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_experience2,delta power at the experience section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_experience3,delta power at the experience section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_experience4,delta power at the experience section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_induction1,delta power at the induction section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_induction2,delta power at the induction section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_induction3,delta power at the induction section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_delta_induction4,delta power at the induction section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_gamma_baseline1,gamma power at the first baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_gamma_baseline2,gamma power at the second baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_gamma_experience1,gamma power at the experience section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_gamma_experience2,gamma power at the experience section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_gamma_experience3,gamma power at the experience section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_gamma_experience4,gamma power at the experience section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_gamma_induction1,gamma power at the induction section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_gamma_induction2,gamma power at the induction section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_gamma_induction3,gamma power at the induction section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_gamma_induction4,gamma power at the induction section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_baseline1,theta power at the first baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_baseline2,theta power at the second baseline of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_experience1,theta power at the experience section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_experience2,theta power at the experience section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_experience3,theta power at the experience section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_experience4,theta power at the experience section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_induction1,theta power at the induction section of trial one of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_induction2,theta power at the induction section of trial two of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_induction3,theta power at the induction section of trial three of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RC_theta_induction4,theta power at the induction section of trial four of the study averaged across right central channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_baseline1,alpha power at the first baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_baseline2,alpha power at the second baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_experience1,alpha power at the experience section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_experience2,alpha power at the experience section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_experience3,alpha power at the experience section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_experience4,alpha power at the experience section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_induction1,alpha power at the induction section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_induction2,alpha power at the induction section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_induction3,alpha power at the induction section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_alpha_induction4,alpha power at the induction section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_baseline1,beta power at the first baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_baseline2,beta power at the second baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_experience1,beta power at the experience section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_experience2,beta power at the experience section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_experience3,beta power at the experience section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_experience4,beta power at the experience section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_induction1,beta power at the induction section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_induction2,beta power at the induction section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_induction3,beta power at the induction section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_beta_induction4,beta power at the induction section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_baseline1,delta power at the first baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_baseline2,delta power at the second baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_experience1,delta power at the experience section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_experience2,delta power at the experience section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_experience3,delta power at the experience section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_experience4,delta power at the experience section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_induction1,delta power at the induction section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_induction2,delta power at the induction section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_induction3,delta power at the induction section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_delta_induction4,delta power at the induction section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_gamma_baseline1,gamma power at the first baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_gamma_baseline2,gamma power at the second baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_gamma_experience1,gamma power at the experience section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_gamma_experience2,gamma power at the experience section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_gamma_experience3,gamma power at the experience section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_gamma_experience4,gamma power at the experience section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_gamma_induction1,gamma power at the induction section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_gamma_induction2,gamma power at the induction section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_gamma_induction3,gamma power at the induction section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_gamma_induction4,gamma power at the induction section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_baseline1,theta power at the first baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_baseline2,theta power at the second baseline of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_experience1,theta power at the experience section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_experience2,theta power at the experience section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_experience3,theta power at the experience section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_experience4,theta power at the experience section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_induction1,theta power at the induction section of trial one of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_induction2,theta power at the induction section of trial two of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_induction3,theta power at the induction section of trial three of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RF_theta_induction4,theta power at the induction section of trial four of the study averaged across right frontal channels.,numeric,Absolute power values of eeg signals in microvolts
RO_alpha_baseline1,alpha power at the first baseline of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_alpha_baseline2,alpha power at the second baseline of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_alpha_experience1,alpha power at the experience section of trial one of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_alpha_experience2,alpha power at the experience section of trial two of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_alpha_experience3,alpha power at the experience section of trial three of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_alpha_experience4,alpha power at the experience section of trial four of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_alpha_induction1,alpha power at the induction section of trial one of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_alpha_induction2,alpha power at the induction section of trial two of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_alpha_induction3,alpha power at the induction section of trial three of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_alpha_induction4,alpha power at the induction section of trial four of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_beta_baseline1,beta power at the first baseline of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_beta_baseline2,beta power at the second baseline of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_beta_experience1,beta power at the experience section of trial one of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_beta_experience2,beta power at the experience section of trial two of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_beta_experience3,beta power at the experience section of trial three of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_beta_experience4,beta power at the experience section of trial four of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_beta_induction1,beta power at the induction section of trial one of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_beta_induction2,beta power at the induction section of trial two of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_beta_induction3,beta power at the induction section of trial three of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_beta_induction4,beta power at the induction section of trial four of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_delta_baseline1,delta power at the first baseline of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_delta_baseline2,delta power at the second baseline of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_delta_experience1,delta power at the experience section of trial one of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_delta_experience2,delta power at the experience section of trial two of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_delta_experience3,delta power at the experience section of trial three of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_delta_experience4,delta power at the experience section of trial four of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_delta_induction1,delta power at the induction section of trial one of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_delta_induction2,delta power at the induction section of trial two of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_delta_induction3,delta power at the induction section of trial three of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_delta_induction4,delta power at the induction section of trial four of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_gamma_baseline1,gamma power at the first baseline of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_gamma_baseline2,gamma power at the second baseline of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_gamma_experience1,gamma power at the experience section of trial one of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_gamma_experience2,gamma power at the experience section of trial two of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_gamma_experience3,gamma power at the experience section of trial three of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_gamma_experience4,gamma power at the experience section of trial four of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_gamma_induction1,gamma power at the induction section of trial one of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_gamma_induction2,gamma power at the induction section of trial two of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_gamma_induction3,gamma power at the induction section of trial three of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_gamma_induction4,gamma power at the induction section of trial four of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_theta_baseline1,theta power at the first baseline of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_theta_baseline2,theta power at the second baseline of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_theta_experience1,theta power at the experience section of trial one of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_theta_experience2,theta power at the experience section of trial two of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_theta_experience3,theta power at the experience section of trial three of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_theta_experience4,theta power at the experience section of trial four of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_theta_induction1,theta power at the induction section of trial one of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_theta_induction2,theta power at the induction section of trial two of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_theta_induction3,theta power at the induction section of trial three of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RO_theta_induction4,theta power at the induction section of trial four of the study averaged across right occipital channels.,numeric,Absolute power values of eeg signals in microvolts
RP_alpha_baseline1,alpha power at the first baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_alpha_baseline2,alpha power at the second baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_alpha_experience1,alpha power at the experience section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_alpha_experience2,alpha power at the experience section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_alpha_experience3,alpha power at the experience section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_alpha_experience4,alpha power at the experience section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_alpha_induction1,alpha power at the induction section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_alpha_induction2,alpha power at the induction section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_alpha_induction3,alpha power at the induction section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_alpha_induction4,alpha power at the induction section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_beta_baseline1,beta power at the first baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_beta_baseline2,beta power at the second baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_beta_experience1,beta power at the experience section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_beta_experience2,beta power at the experience section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_beta_experience3,beta power at the experience section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_beta_experience4,beta power at the experience section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_beta_induction1,beta power at the induction section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_beta_induction2,beta power at the induction section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_beta_induction3,beta power at the induction section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_beta_induction4,beta power at the induction section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_baseline1,delta power at the first baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_baseline2,delta power at the second baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_experience1,delta power at the experience section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_experience2,delta power at the experience section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_experience3,delta power at the experience section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_experience4,delta power at the experience section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_induction1,delta power at the induction section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_induction2,delta power at the induction section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_induction3,delta power at the induction section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_delta_induction4,delta power at the induction section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_gamma_baseline1,gamma power at the first baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_gamma_baseline2,gamma power at the second baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_gamma_experience1,gamma power at the experience section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_gamma_experience2,gamma power at the experience section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_gamma_experience3,gamma power at the experience section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_gamma_experience4,gamma power at the experience section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_gamma_induction1,gamma power at the induction section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_gamma_induction2,gamma power at the induction section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_gamma_induction3,gamma power at the induction section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_gamma_induction4,gamma power at the induction section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_theta_baseline1,theta power at the first baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_theta_baseline2,theta power at the second baseline of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_theta_experience1,theta power at the experience section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_theta_experience2,theta power at the experience section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_theta_experience3,theta power at the experience section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_theta_experience4,theta power at the experience section of trial four of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_theta_induction1,theta power at the induction section of trial one of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_theta_induction2,theta power at the induction section of trial two of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
RP_theta_induction3,theta power at the induction section of trial three of the study averaged across right parietal channels.,numeric,Absolute power values of eeg signals in microvolts
